state,institution,city,specialty,program_code,quota_2026,filled_2026,quota_2025,filled_2025,quota_2024,filled_2024,quota_2023,filled_2023,quota_2022,filled_2022
Texas,Fort Worth,Internal Medicine,Transitional,2259999P0,9,9,17,17,17,17,18,18,13,13
Texas,Fort Worth,Internal Medicine,Transitional/PM&R,2259999P1,3,3,3,3,3,3,2,2,2,2
Texas,Baylor S&W Med Ctr-Round Rock-TX,Round Rock,Family Medicine,2318120C0,6,6,6,6,6,6,6,6,6,4
Texas,Baylor S&W Med Ctr-Round Rock-TX,Round Rock,Internal Medicine,2318140C0,6,6,6,6,6,6,8,8,8,6
Texas,Baylor S&W-Baylor COM Temple-TX,Temple,Anesthesiology,1725040C0,12,12,12,12,12,12,12,12,10,10
Texas,Baylor S&W-Baylor COM Temple-TX,Temple,Anesthesiology,1725040R0,,,,,1,1,2,2,,
Texas,Baylor S&W-Baylor COM Temple-TX,Temple,Dermatology,1725080A0,4,4,4,4,4,4,4,4,3,3
Texas,Baylor S&W-Baylor COM Temple-TX,Temple,Emergency Medicine,1725110C0,18,18,18,18,14,14,14,14,14,13
Texas,Family Medicine,,Internal Medicine,1725140C0,24,,24,24,24,24,22,22,22,
Texas,Family Medicine,,Medicine-Preliminary,1725140P0,8,8,9,9,8,8,5,5,8,8
Texas,Family Medicine,,Med-Prelim/Radiology,1725140P2,5,5,4,4,5,5,7,7,4,4
Texas,Family Medicine,,Med-Prelim/Dermatology,1725140P3,,,,,,,1,1,1,1
Texas,Family Medicine,,Neurological Surgery,1725160C0,1,1,2,2,2,2,1,1,1,1
Texas,Family Medicine,Neurology,Neurology,1725180R0,2,2,,,,,1,1,,
Texas,Family Medicine,Neurology,Obstetrics-Gynecology,1725220C0,5,5,5,5,5,5,4,4,4,4
Texas,Family Medicine,Neurology,Orthopaedic Surgery,1725260C0,4,4,4,4,4,4,4,4,4,4
Texas,Family Medicine,Neurology,Otolaryngology,1725280C0,2,2,2,2,2,2,2,2,1,1
Texas,Family Medicine,Neurology,Pathology,1725300C0,4,4,3,3,4,4,3,3,2,2
Texas,Pediatrics,,Plastic Surgery (Integrated),1725362C0,2,2,2,2,2,2,2,2,2,2
Texas,Pediatrics,,Psychiatry,1725400C0,5,5,5,5,5,5,5,5,5,5
Texas,Pediatrics,,Radiology-Diagnostic,1725420A0,7,7,7,7,7,7,7,7,7,7
Texas,Pediatrics,,Radiology-Diagnostic,1725420R0,,,,,1,1,,,,
Texas,Pediatrics,,General Surgery,1725440C0,6,6,6,6,6,6,6,6,6,6
Texas,Baylor Univ Med Ctr-Dallas-TX,Dallas,Dermatology,1706080A0,2,2,2,2,2,2,2,2,,
Texas,Baylor Univ Med Ctr-Dallas-TX,Dallas,Emergency Medicine,1706110C0,8,8,8,8,8,8,8,3,8,8
Texas,Family Medicine,,Family Medicine/Waxahachie,1706120C1,4,4,4,4,4,4,,,,
Texas,Family Medicine,,Internal Medicine,1706140C0,16,16,16,16,16,16,13,13,13,13
Texas,Family Medicine,,Medicine-Preliminary,1706140P0,2,2,2,2,3,3,3,3,3,3
Texas,Dallas,,Neurology,1706180C0,4,4,,,,,,,,
Texas,Dallas,,Obstetrics-Gynecology,1706220C0,6,6,6,6,5,5,5,5,5,5
Texas,Dallas,Orthopaedic Surgery,Pathology,1706300C0,4,4,4,4,5,5,4,4,5,5
Texas,Dallas,Orthopaedic Surgery,Phys Medicine & Rehab,1706340A0,3,3,3,3,3,3,3,3,3,3
Texas,Dallas,Orthopaedic Surgery,Radiology-Diagnostic,1706420A0,2,2,2,2,2,2,2,2,2,2
Texas,Dallas,Orthopaedic Surgery,Radiology-Diagnostic,1706420C0,5,5,5,5,5,5,5,5,5,5
Texas,Dallas,Orthopaedic Surgery,Radiology-Diagnostic,1706420R0,1,1,1,1,,,,,,
Texas,General Surgery,,Surgery-Preliminary,1706440P0,2,0,2,2,4,2,4,2,2,2
Texas,Irving,,Emergency Medicine/Spohn,2116110C0,12,12,12,12,12,12,12,12,12,12
Texas,Irving,Family Medicine/Spohn,Family Med/Santa Rosa,2116120C1,10,10,10,9,10,9,10,10,10,10
Texas,Irving,Family Medicine/Spohn,Internal Medicine/GSMC,2116140C0,13,13,13,13,13,13,13,13,12,12
Texas,Victoria,,Family Medicine,1797120C0,8,8,8,5,8,7,8,6,8,8
Texas,Edinburg,,Emergency Medicine,2353110C0,6,6,6,6,6,6,,,,
Texas,Edinburg,,Family Medicine,2353120C0,4,4,4,4,4,4,,,,
Texas,Edinburg,,Internal Medicine,2353140C0,11,11,12,12,12,12,,,,
Texas,Edinburg,Neurology,Neurology,2353180R0,2,2,,,,,,,,
Texas,Edinburg,Neurology,Obstetrics-Gynecology,2353220C0,4,4,4,4,,,,,,
Texas,Edinburg,Neurology,Orthopaedic Surgery,2353260C0,4,4,4,4,,,,,,
Texas,Edinburg,Neurology,Psychiatry,2353400C0,4,4,,,,,,,,
Texas,Edinburg,Neurology,Radiology-Diagnostic,2353420C0,3,3,3,3,3,3,,,,
Texas,Corpus Christi,,Pediatrics,1703320C0,18,18,18,18,18,18,16,16,16,16
Texas,Corpus Christi,,Pediatrics/Rio Grande Valley,1703320C1,8,7,,,,,,,,
Texas,Corpus Christi,,Dermatology,2110080R0,3,3,3,3,1,1,1,1,2,2
Texas,Corpus Christi,,Internal Medicine,2110140C0,5,4,4,3,6,1,6,2,6,1
Texas,Houston,,Emergency Med/Kingwood,2211110C0,13,13,12,12,13,12,13,7,13,3
Texas,Houston,,Emergency Medicine/Clear Lake,2211110C1,8,8,,,,,,,,
Texas,Houston,Family Medicine,Internal Medicine/Kingwood,2211140C0,25,25,25,25,29,29,25,25,25,23
Texas,Houston,Family Medicine,Internal Medicine/Clear Lake,2211140C1,25,25,25,25,25,25,,,,
Texas,Houston,Family Medicine,Obstetrics-Gynecology,2211220C0,4,4,,,,,,,3,3
Texas,Houston,Family Medicine,General Surgery/Kingwood,2211440C0,5,5,4,4,4,4,4,4,4,4
Texas,Houston,Family Medicine,General Surgery/Clear Lake,2211440C1,3,3,3,3,,,,,,
Texas,Surg-Prelim/Kingwood,,Transitional/West,2211999P0,,,,,,,13,13,13,10
Texas,Surg-Prelim/Kingwood,,Transitional/Kingwood,2211999P1,8,8,5,5,13,13,13,13,13,13
Texas,El Paso,Internal Medicine,Obstetrics-Gynecology,2188220C0,6,6,6,6,6,4,6,6,6,6
Texas,El Paso,Internal Medicine,Transitional,2188999P0,,,,,,,13,8,13,8
Texas,Dermatology/Fort Worth,,Dermatology/Fort Worth,2244080R0,,,,,1,1,,,,
Texas,Dermatology/Fort Worth,,Emergency Medicine,2244110C0,8,8,8,8,8,8,8,7,8,8
Texas,Dermatology/Fort Worth,,Family Medicine/Arlington,2244120C0,,,,,,,18,11,18,13
Texas,Dermatology/Fort Worth,,Family Medicine/Fort Worth,2244120C1,5,4,4,3,3,3,6,2,6,6
Texas,Dermatology/Fort Worth,Internal Medicine/Arlington,Internal Medicine/Fort Worth,2244140C1,15,15,15,6,10,10,10,10,10,6
Texas,Dermatology/Fort Worth,Internal Medicine/Arlington,Internal Medicine/Weatherford,2244140C2,,,,,,,8,2,8,1
Texas,Dermatology/Fort Worth,Internal Medicine/Arlington,Med-Prelim/Weatherford,2244140P0,,,,,,,12,2,12,10
Texas,Dermatology/Fort Worth,Internal Medicine/Arlington,Ob-Gyn/Arlington,2244220C0,5,5,5,5,5,5,5,5,5,5
Texas,Dermatology/Fort Worth,Internal Medicine/Arlington,Orthopaedic Surgery,2244260C0,3,3,3,3,3,3,3,3,,
Texas,General Surgery/Plano,,Transitional,2244999P0,12,12,12,12,12,12,12,2,,
Texas,Houston,,Anesthesiology,1167040C0,6,6,6,6,6,6,6,6,6,6
Texas,Houston,Family Medicine,Family Medicine/Sugar Land,1167120C2,8,5,,,,,,,,
Texas,Houston,Family Medicine,Internal Medicine,1167140C0,22,22,22,22,17,17,17,17,17,17
Texas,Houston,Family Medicine,Internal Medicine/Woodlands,1167140C1,6,6,6,6,6,6,,,,
Texas,Houston,Family Medicine,Neurological Surgery,1167160C0,3,3,3,3,,,3,3,2,2
Texas,Houston,Family Medicine,Neurology,1167180C0,9,9,7,7,7,7,7,7,7,7
Texas,Obstetrics-Gynecology,,Ob-Gyn/Willowbrook,1167220C1,5,5,5,5,,,,,,
Texas,Obstetrics-Gynecology,,Orthopaedic Surgery,1167260C0,3,3,3,3,3,3,3,3,3,3
Texas,Obstetrics-Gynecology,,Otolaryngology,1167280C0,2,2,2,2,2,2,2,2,,
Texas,Obstetrics-Gynecology,,Pathology,1167300C0,6,6,6,6,6,6,6,6,5,5
Texas,Obstetrics-Gynecology,Radiology-Diagnostic,General Surgery,1167440C0,6,6,6,6,6,6,6,6,6,6
Texas,Obstetrics-Gynecology,Radiology-Diagnostic,Surgery-Preliminary,1167440P0,2,0,2,2,2,2,2,2,1,1
Texas,Obstetrics-Gynecology,Radiology-Diagnostic,Vascular Surgery,1167451C0,2,2,2,2,2,2,2,2,2,2
Texas,Obstetrics-Gynecology,Radiology-Diagnostic,Transitional,1167999P0,6,6,,,,,,,,
Texas,John Peter Smith Hosp-TX,Fort Worth,Emergency Medicine,1711110C0,15,15,15,15,15,15,15,15,15,15
Texas,John Peter Smith Hosp-TX,Fort Worth,Family Medicine,1711120C0,24,24,24,24,24,24,24,24,24,24
Texas,Obstetrics-Gynecology,,Orthopaedic Surgery,1711260C0,4,4,4,4,4,4,4,4,4,4
Texas,Obstetrics-Gynecology,,Psychiatry,1711400C0,12,12,10,10,10,10,10,10,8,8
Texas,Obstetrics-Gynecology,,Transitional,1711999P1,12,12,12,12,12,12,12,11,12,12
Texas,Granbury,,Osteo Neuromusculo Med,2338275C0,,,,,,,4,2,,
Texas,Sugar Land,,Family Medicine,1785120C0,14,14,14,14,14,14,14,14,14,14
Texas,Dallas,,Family Medicine,1707120C0,6,6,6,6,6,6,6,6,6,6
Texas,Dallas,,Internal Medicine,1707140C0,13,13,13,13,13,13,13,13,13,13
Texas,Dallas,,Obstetrics-Gynecology,1707220C0,3,3,3,3,3,3,3,3,3,3
Texas,Dallas,General Surgery,Surgery-Preliminary,1707440P0,3,2,3,3,3,2,3,2,3,3
Texas,Methodist Healthcare Sys-San,San Antonio,Internal Medicine,1535140C0,15,15,15,12,15,0,,,,
Texas,Obstetrics-Gynecology,,General Surgery,1535440C0,4,4,4,4,4,4,,,,
Texas,Dallas,,Internal Medicine,1719140C0,,,,,,,6,6,6,6
Texas,Prime South Consortium-TX,Weslaco,Family Medicine,2408120C0,4,3,,,,,,,,
Texas,Prime South Consortium-TX,Weslaco,Int Med/Southern Reg Med Ctr,2408140C0,14,14,15,15,15,15,,,,
Texas,Internal Med/Harlingen Med Ctr,,Internal Med/St Joseph Med Ctr,2408140C2,13,13,13,13,,,,,,
Texas,Internal Med/Harlingen Med Ctr,,Internal Medicine/Weslaco,2408140C3,13,13,,,,,,,,
Texas,El Paso,,Psychiatry,2386400C0,3,,3,3,3,3,,,,
Texas,Conroe,,Family Medicine/Huntsville,2291120C0,4,2,4,3,4,3,,,,
Texas,Conroe,,Family Medicine/Conroe,2291120C1,4,0,,,,,,,,
Texas,Conroe,,Psychiatry/Conroe,2291400C0,4,4,,,,,,,,
Texas,San Angelo,,Family Medicine,2387120C0,6,6,6,2,6,6,,,,
Texas,San Angelo,,Internal Medicine,2387140C0,10,10,,,,,,,,
Texas,Mcallen,,Emergency Medicine,2407110C0,10,10,10,7,,,,,,
Texas,Mcallen,,Family Medicine,2407120C0,10,8,10,10,10,10,,,,
Texas,Mcallen,,Internal Medicine,2407140C0,20,7,20,11,,,,,,
Texas,Mcallen,,General Surgery,2407440C0,4,4,,,,,,,,
Texas,Mcallen,Surgery-Preliminary,Transitional,2407999P0,13,3,,,,,,,,
Texas,St Davids Healthcare GME-TX,Austin,Obstetrics-Gynecology,2285220C0,5,5,5,5,5,5,5,5,5,5
Texas,San Antonio,,Family Medicine/San Antonio,2169120C0,10,10,10,10,8,5,8,8,8,5
Texas,San Antonio,,Family Medicine/Laredo,2169120C1,8,3,8,6,8,8,9,9,8,3
Texas,San Antonio,Internal Medicine/San Antonio,Medicine-Primary/Laredo,2169140M0,9,9,8,8,8,8,8,8,8,5
Texas,San Antonio,Internal Medicine/San Antonio,Psychiatry,2169400C0,12,12,12,12,12,12,12,12,12,12
Texas,Family Medicine,,Family Med/Rural Madisonville,1713120C1,2,0,2,0,,,,,,
Texas,Family Medicine,,Psychiatry,1713400C0,4,4,4,4,4,4,4,4,4,4
Texas,Texas Dept State Health Services,Austin,Public Health & Preventive Med/2yr-MPH,1521380R0,2,2,2,2,,,,,,
Texas,Arlington,Internal Med/Harris Methodist,Internal Medicine/HEB Denton,2279140C1,20,20,20,20,20,20,20,20,20,20
Texas,Texas Health Resources (Continued),Arlington,Internal Med/Presbyterian Plano,2279140C2,10,10,10,10,10,10,,,,
Texas,Texas Health Resources (Continued),Arlington,Internal Med/Presbyterian Dallas,2279140C3,6,6,6,6,6,6,,,,
Texas,Medi-Prelim/Presbyterian Dallas,,General Surgery/Harris Methodist,2279440C0,3,3,3,3,3,3,3,3,3,3
Texas,Fort Worth,,Phys Medicine & Rehab,2374340C0,6,6,6,6,6,6,6,6,,
Texas,Texas Tech U Affil-Amarillo,Amarillo,Family Medicine,2993120C0,8,8,8,3,8,5,5,5,3,3
Texas,Texas Tech U Affil-Amarillo,Amarillo,Internal Medicine,2993140C0,11,11,13,13,13,13,13,13,13,13
Texas,Obstetrics-Gynecology,,Pediatrics,2993320C0,5,5,6,6,7,7,7,7,7,7
Texas,Obstetrics-Gynecology,,General Surgery,2993440C0,2,2,,,,,,,,
Texas,Obstetrics-Gynecology,,Surgery-Preliminary,2993440P0,2,2,,,,,,,,
Texas,El Paso,,Emergency Medicine,1710110C0,12,12,12,12,12,12,12,12,12,8
Texas,El Paso,,Family Medicine,1710120C0,8,8,8,2,8,6,8,4,8,4
Texas,El Paso,,Family Medicine/Transmountain,1710120C1,6,6,6,6,6,6,6,6,6,6
Texas,El Paso,,Internal Medicine,1710140C0,17,5,17,17,17,17,17,17,15,15
Texas,El Paso,Internal Med/Transmountain,Neurology,1710180A0,,,,,4,4,4,4,3,
Texas,El Paso,Internal Med/Transmountain,Neurology,1710180C0,4,4,4,4,,,,,,
Texas,El Paso,Internal Med/Transmountain,Obstetrics-Gynecology,1710220C0,5,4,5,5,5,5,5,5,5,5
Texas,El Paso,Internal Med/Transmountain,Orthopaedic Surgery,1710260C0,3,3,,,,,,,,
Texas,El Paso,Internal Med/Transmountain,Pathology,1710300C0,3,3,3,3,3,3,3,3,,
Texas,Pediatrics,,Psychiatry,1710400C0,8,8,8,8,8,8,8,8,8,8
Texas,Pediatrics,,Psychiatry/Transmountain,1710400C1,4,4,4,4,4,4,3,3,4,4
Texas,Pediatrics,,Radiology-Diagnostic,1710420A0,3,3,3,3,3,3,3,3,3,3
Texas,Pediatrics,,General Surgery,1710440C0,4,4,4,4,4,4,4,4,4,4
Texas,Pediatrics,,Surgery-Preliminary,1710440P0,3,3,3,1,2,2,3,2,2,2
Texas,Texas Tech U Affil-Lubbock,Lubbock,Anesthesiology,2973040C0,5,5,5,5,4,4,4,4,4,4
Texas,Texas Tech U Affil-Lubbock,Lubbock,Anesthesiology,2973040R0,,,,,,,,,1,1
Texas,Dermatology,,Emergency Medicine,2973110C0,9,9,9,9,8,8,8,8,8,8
Texas,Dermatology,,Family Medicine,2973120C0,6,6,7,7,9,9,11,11,6,4
Texas,Dermatology,,Internal Medicine,2973140C0,14,14,14,14,14,14,14,14,14,14
Texas,Dermatology,,Medicine-Preliminary,2973140P0,2,2,2,2,2,2,2,2,2,2
Texas,Dermatology,,Neurology,2973180C0,4,4,5,5,5,5,3,3,4,4
Texas,Dermatology,Neurology - PG-2 Neurology,Obstetrics-Gynecology,2973220C0,4,4,4,4,4,4,3,3,3,3
Texas,Dermatology,Neurology - PG-2 Neurology,Orthopaedic Surgery,2973260C0,4,4,4,4,4,4,4,4,4,4
Texas,Dermatology,Neurology - PG-2 Neurology,Otolaryngology,2973280C0,1,1,1,1,1,0,1,1,1,1
Texas,Texas Tech U Affil-Lubbock (Continued),Lubbock,Pediatrics,2973320C0,8,8,8,7,8,8,8,7,8,8
Texas,Texas Tech U Affil-Lubbock (Continued),Lubbock,Phys Medicine & Rehab,2973340C0,2,2,2,2,2,2,2,2,,
Texas,Phys Medicine & Rehab,,Psychiatry,2973400C0,6,6,6,6,4,4,4,4,4,4
Texas,Phys Medicine & Rehab,,Psychiatry/CAP,2973400C1,2,2,2,2,2,2,2,2,2,2
Texas,Phys Medicine & Rehab,,General Surgery,2973440C0,5,5,5,5,5,5,5,5,5,5
Texas,Phys Medicine & Rehab,,Surgery-Preliminary,2973440P0,5,1,5,2,4,0,5,1,5,2
Texas,Odessa,,Family Medicine/Odessa,3124120C0,11,11,13,13,11,11,13,13,12,12
Texas,Odessa,,Family Med/Rural-Ft Stockton,3124120C2,1,0,1,1,1,1,1,1,1,0
Texas,Odessa,,Family Med/Rural-Sweetwater,3124120C3,1,1,1,1,1,1,1,1,1,1
Texas,Odessa,,Family Med/Rural-Alpine,3124120C4,1,1,1,1,1,1,1,1,1,1
Texas,Odessa,Family Med/Rural-Pecos,Family Med/Rural-Carlsbad,3124120C6,1,0,1,1,1,1,1,1,1,1
Texas,Odessa,Family Med/Rural-Pecos,Family Med/Rural-Hobbs,3124120C7,1,1,1,1,1,1,1,1,1,1
Texas,Odessa,Family Med/Rural-Pecos,Family Medicine/Midland,3124120C8,3,3,4,4,4,4,3,3,1,1
Texas,Odessa,Family Med/Rural-Pecos,Internal Medicine,3124140C0,17,17,17,17,17,17,14,14,13,13
Texas,Obstetrics-Gynecology,,Psychiatry,3124400C0,6,6,4,3,4,4,6,6,2,1
Texas,Obstetrics-Gynecology,,General Surgery,3124440C1,2,2,2,2,2,2,2,2,,
Texas,Obstetrics-Gynecology,,Surgery-Preliminary,3124440P0,,,2,0,,,,,,
Texas,Denison,,Family Medicine,2234120C0,8,2,8,3,8,8,8,3,8,7
Texas,Houston,,Anesthesiology,2923040C0,26,26,25,25,24,24,24,24,25,25
Texas,Houston,Anesthesiology/Research,Anesthesiology,2923040R0,4,4,4,4,4,4,4,4,1,1
Texas,Houston,Anesthesiology/Research,Dermatology,2923080A0,7,7,7,7,7,7,7,7,7,7
Texas,Houston,Anesthesiology/Research,Emergency Medicine,2923110C0,21,21,21,21,21,21,21,21,20,20
Texas,Houston,Anesthesiology/Research,Family Medicine/HH/LBJ,2923120C0,12,7,12,9,12,12,12,12,12,9
Texas,Houston,Anesthesiology/Research,Internal Medicine,2923140C0,39,39,40,40,42,42,40,40,40,40
Texas,Int Med/Physician Scientist,,Medicine-Preliminary,2923140P0,12,12,12,12,12,12,14,14,11,11
Texas,Int Med/Physician Scientist,,Med-Prelim/Radiation Onc,2923140P1,2,2,2,2,2,2,2,2,2,2
Texas,Int Med/Physician Scientist,,Neurological Surgery,2923160C0,3,3,3,3,3,3,3,3,3,3
Texas,Int Med/Physician Scientist,,Neurology,2923180C0,12,12,12,12,12,12,12,12,10,10
Texas,Int Med/Physician Scientist,,Child Neurology,2923185C0,4,4,4,4,3,3,3,3,3,1
Texas,Int Med/Physician Scientist,Child Neurology,Obstetrics-Gynecology,2923220C0,14,14,14,14,12,12,12,12,12,12
Texas,Int Med/Physician Scientist,Child Neurology,Orthopaedic Surgery,2923260C0,6,6,6,6,6,6,6,6,6,6
Texas,Int Med/Physician Scientist,Child Neurology,Otolaryngology,2923280C0,3,3,3,3,3,3,3,3,3,3
Texas,Int Med/Physician Scientist,Child Neurology,Pathology,2923300C0,6,6,7,7,5,5,8,8,7,7
Texas,Pediatrics,,Phys Medicine & Rehab,2923340C0,4,4,4,4,4,4,4,4,4,4
Texas,Pediatrics,,Plastic Surgery (Integrated),2923362C0,2,2,2,2,2,2,2,2,,
Texas,Pediatrics,,Occupational & Environmental Med,2923382R0,1,1,1,1,,,,,,
Texas,Pediatrics,,Psychiatry,2923400C0,14,14,14,14,14,14,15,15,13,13
Texas,Pediatrics,,Psychiatry/Child Psych,2923400C1,3,3,3,3,3,3,,,2,2
Texas,Houston,,Psychiatry/Research,2923400C2,3,3,3,3,3,3,2,2,2,2
Texas,Houston,,Interventional Radiology (Integ),2923416A0,3,3,3,3,3,3,3,3,3,3
Texas,Houston,Interventional Rad (Integ)/Funded,Radiology-Diagnostic,2923420A0,10,10,10,10,10,10,10,10,10,10
Texas,Houston,Interventional Rad (Integ)/Funded,Radiology-Diagnostic/Funded,2923420A2,,,2,1,1,1,1,1,,
Texas,Houston,Interventional Rad (Integ)/Funded,General Surgery,2923440C0,7,7,8,8,7,7,6,6,6,6
Texas,Houston,Interventional Rad (Integ)/Funded,Surg-Prelim/Non-designated,2923440P0,9,2,9,4,9,9,9,4,9,5
Texas,Houston,Interventional Rad (Integ)/Funded,Surg-Prelim/OMFS,2923440P2,3,3,3,3,3,3,3,3,3,3
Texas,Surg-Prelim/Intl Sponsored,,Vascular Surgery,2923451C0,2,2,2,2,2,2,2,2,1,1
Texas,Surg-Prelim/Intl Sponsored,,Thoracic Surgery,2923461C0,1,1,1,1,,,,,,
Texas,Surg-Prelim/Intl Sponsored,,Medicine-Pediatrics,2923700C0,8,8,8,8,8,8,8,8,8,8
Texas,Surg-Prelim/Intl Sponsored,,Pediatrics-Medical Genetics,2923765C0,2,2,1,1,1,1,1,1,1,1
Texas,San Antonio,,Anesthesiology,1722040C0,15,15,15,15,15,15,15,15,16,16
Texas,San Antonio,,Anesthesiology,1722040R0,,,,,,,,,1,1
Texas,San Antonio,,Dermatology,1722080A0,3,3,3,3,3,3,3,3,3,3
Texas,San Antonio,Dermatology/Military,Emergency Medicine,1722110C0,11,11,11,11,10,10,10,9,10,9
Texas,San Antonio,Dermatology/Military,Emergency Medicine/Military,1722110C1,,,,,,,2,0,1,0
Texas,San Antonio,Dermatology/Military,Family Medicine,1722120C0,14,14,14,14,14,14,14,14,14,14
Texas,San Antonio,Dermatology/Military,Internal Medicine,1722140C0,30,30,30,30,30,30,30,30,30,30
Texas,San Antonio,Dermatology/Military,Internal Med/POCUS Track,1722140C4,4,4,4,4,4,4,4,4,4,4
Texas,Medicine-Preliminary,,Med-Prelim/Ophthalmology,1722140P4,,,,,3,3,4,4,4,4
Texas,Medicine-Preliminary,,Neurological Surgery,1722160C0,2,2,2,2,1,1,1,1,1,1
Texas,Medicine-Preliminary,,Neurology,1722180C0,12,12,9,9,9,9,8,8,7,7
Texas,Medicine-Preliminary,,Neurology,1722180R1,1,1,1,1,,,,,,
Texas,Medicine-Preliminary,,Obstetrics-Gynecology,1722220C0,9,9,9,9,9,9,8,8,7,7
Texas,Medicine-Preliminary,Orthopaedic Surgery,Otolaryngology,1722280C0,2,2,2,2,2,2,2,2,2,2
Texas,Medicine-Preliminary,Orthopaedic Surgery,Pathology,1722300C0,3,3,5,5,4,4,4,4,5,5
Texas,Medicine-Preliminary,Orthopaedic Surgery,Pediatrics,1722320C0,16,16,15,15,15,15,15,15,15,15
Texas,Medicine-Preliminary,Orthopaedic Surgery,Phys Medicine & Rehab,1722340C0,7,7,8,8,8,8,8,8,8,8
Texas,Psychiatry,,Interventional Radiology (Integ),1722416A0,2,,2,2,2,2,2,2,2,
Texas,Psychiatry,,Radiology-Diagnostic,1722420A0,11,11,11,11,11,11,11,11,11,11
Texas,Psychiatry,,Radiology-Diagnostic,1722420R0,,,,,,,,,2,2
Texas,Psychiatry,,Radiation Oncology,1722430A0,2,2,1,1,1,1,2,2,2,1
Texas,Psychiatry,,Radiation Oncology,1722430R0,,,,,,,,,1,0
Texas,Psychiatry,General Surgery,Surgery-Preliminary,1722440P0,12,11,13,7,10,10,9,9,14,14
Texas,Psychiatry,General Surgery,Thoracic Surgery,1722461C0,1,1,1,1,1,1,1,1,1,1
Texas,Anesthesiology,,Family Medicine,3626120C0,8,7,8,8,8,8,8,8,8,8
Texas,Anesthesiology,,Family Medicine/Rural,3626120C1,4,4,2,2,2,2,2,2,2,2
Texas,Anesthesiology,,Family Medicine/Athens,3626120C2,6,4,6,6,6,6,4,0,4,4
Texas,Anesthesiology,,Internal Medicine/Tyler,3626140C1,20,20,20,20,20,20,20,20,20,11
Texas,Anesthesiology,,Neurology,3626180R0,4,4,4,4,,,,,,
Texas,Tyler,,Public Health & Preventive Med/2yr-MPH,3626380A0,,,2,0,,,,,,
Texas,Tyler,Available,Public Health & Preventive Med/2yr-MPH,3626380R0,3,3,3,1,,,,,,
Texas,Available,,Occupational & Environmental Med,3626382A0,2,0,2,2,,,,,,
Texas,Available,,Occupational & Environmental Med,3626382R0,1,0,2,2,,,,,,
Texas,Available,,Occupational & Environmental Med/1-yr,3626382R1,1,1,1,1,,,,,,
Texas,Available,,Psychiatry,3626400C0,6,6,6,6,6,6,6,6,6,6
Texas,Available,,Psychiatry/Pittsburg,3626400C1,6,6,4,4,4,4,4,4,4,4
Texas,Available,General Surgery,Transitional,3626999P0,8,8,7,7,6,6,12,8,,
Texas,Available,General Surgery,Transitional/Occ Med,3626999P2,,,1,1,,,,,,
Texas,Galveston,,Anesthesiology,1714040C0,16,16,16,16,16,16,16,16,16,16
Texas,Galveston,,Anesthesiology,1714040R0,4,4,4,4,4,4,4,4,4,4
Texas,Galveston,Dermatology,Dermatology/IM,1714080A2,1,1,,,,,,,,
Texas,Galveston,Dermatology,Dermatology/PSTP,1714080R0,1,1,,,,,,,,
Texas,Galveston,Dermatology,Dermatology,1714080R1,,,,,,,,,1,1
Texas,Galveston,Dermatology,Emergency Medicine,1714110C1,7,7,5,5,5,5,6,6,,
Texas,Family Medicine,,Internal Medicine,1714140C0,31,31,29,29,29,29,28,28,27,27
Texas,Family Medicine,,Medicine-Preliminary,1714140P0,2,2,4,4,5,5,6,6,6,5
Texas,Family Medicine,,Med-Prelim/Ophthalmology,1714140P4,,,,,,,4,4,4,4
Texas,Family Medicine,,Med- Prelim/Dermatology,1714140P5,1,1,,,,,,,,
Texas,Family Medicine,,Neurological Surgery,1714160C0,2,2,2,2,1,1,1,1,2,2
Texas,Family Medicine,Neurology,Obstetrics-Gynecology,1714220C0,9,9,9,9,9,9,8,8,8,8
Texas,Family Medicine,Neurology,Orthopaedic Surgery,1714260C0,5,5,5,5,5,5,5,5,5,5
Texas,Family Medicine,Neurology,Otolaryngology,1714280C0,3,3,3,3,3,3,3,3,3,3
Texas,Family Medicine,Neurology,Pathology,1714300C0,6,6,5,5,8,8,5,5,5,5
Texas,Family Medicine,Neurology,Pediatrics,1714320C0,17,17,14,14,14,11,14,14,14,14
Texas,Plastic Surgery (Integrated),,Psychiatry,1714400C0,8,8,7,7,9,9,7,7,7,7
Texas,Plastic Surgery (Integrated),,Psychiatry/Child Psych,1714400C1,3,3,3,3,1,1,2,2,2,2
Texas,Plastic Surgery (Integrated),,Psychiatry/Research,1714400C2,1,1,,,,,,,,
Texas,Plastic Surgery (Integrated),,Interventional Radiology (Integ),1714416A0,,,,,,,,,1,1
Texas,Plastic Surgery (Integrated),,Interventional Radiology (Integ),1714416C0,4,4,1,1,1,1,1,1,,
Texas,Plastic Surgery (Integrated),Radiology-Diagnostic,Radiology-Diagnostic,1714420C0,2,2,,,,,,,,
Texas,Plastic Surgery (Integrated),Radiology-Diagnostic,Radiology-Diagnostic,1714420R0,1,1,,,,,,,,
Texas,Plastic Surgery (Integrated),Radiology-Diagnostic,Radiation Oncology,1714430A0,2,2,2,2,1,0,1,1,1,0
Texas,Plastic Surgery (Integrated),Radiology-Diagnostic,Radiation Oncology,1714430R0,,,,,,,,,1,1
Texas,General Surgery,,Surgery-Preliminary,1714440P2,2,2,1,1,2,2,2,2,3,2
